source,target,relation
22044866,19850133,cites
22044866,12969257,cites
22044866,20664076,cites
17239451,4719321,cites
17239451,10415403,cites
17239451,2018931,cites
17239451,10191337,cites
17239451,11746372,cites
17239451,9267033,cites
17239451,7579130,cites
17239451,7284811,cites
17239451,15488487,cites
17239451,8458085,cites
17239451,11063736,cites
17239451,14688268,cites
17239451,9729311,cites
17239451,15333707,cites
17239451,9284061,cites
17239451,8898202,cites
17239451,16389309,cites
17239451,12926013,cites
17239451,9264065,cites
17239451,7729805,cites
17239451,9262153,cites
17239451,15634777,cites
17239451,11406606,cites
17239451,11784814,cites
17239451,12824772,cites
17239451,16257492,cites
17239451,11160445,cites
17239451,12226708,cites
17239451,1833547,cites
17239451,2691019,cites
17239451,8064815,cites
17239451,9252035,cites
17239451,10456232,cites
17239451,11161468,cites
21760962,17481592,cites
21760962,17178819,cites
21760962,17210818,cites
21760962,16387989,cites
21760962,11144343,cites
21760962,18396182,cites
21760962,17160067,cites
21760962,17955359,cites
21760962,15263905,cites
21760962,16380315,cites
21760962,16212676,cites
21760962,20064585,cites
21760962,19878438,cites
21760962,15309042,cites
21760962,17921037,cites
21760962,12632246,cites
21760962,10665620,cites
21760962,9736659,cites
21760962,10986548,cites
21760962,18561871,cites
21760962,18182050,cites
21760962,12732720,cites
21760962,12775329,cites
21760962,20152112,cites
21760962,12884973,cites
21760962,16033418,cites
21760962,19008301,cites
21760962,12354289,cites
21760962,19224899,cites
21760962,19499586,cites
21760962,18165017,cites
21760962,16716524,cites
21760962,12095069,cites
21760962,15890403,cites
21760962,1833017,cites
21760962,16256213,cites
21760962,15033384,cites
21760962,11701187,cites
21760962,18611291,cites
21760962,20050844,cites
21760962,19078951,cites
21760962,18502785,cites
21760962,17239451,cites
21760962,20174443,cites
21760962,10964861,cites
21760962,11797068,cites
21760962,16963794,cites
21760962,20097233,cites
21760962,12095073,cites
21760962,14622181,cites
21760962,11050108,cites
21760962,1385174,cites
21760962,10098889,cites
21760962,12405515,cites
21760962,14625138,cites
21760962,18295409,cites
21760962,9187315,cites
21760962,18583156,cites
21760962,19458612,cites
21760962,15042104,cites
21760962,18301795,cites
21760962,20630715,cites
21760962,14559355,cites
21760962,9144233,cites
21760962,19386421,cites
21760962,16613897,cites
21760962,18395613,cites
21760962,17944876,cites
21760962,12768269,cites
21760962,18241894,cites
21760962,8898202,cites
19692612,16381805,cites
19692612,15625098,cites
19692612,11501742,cites
19692612,2167454,cites
19692612,11939977,cites
19692612,10191337,cites
19692612,11746372,cites
19692612,12574425,cites
19692612,15505789,cites
19692612,17169479,cites
19692612,9122253,cites
19692612,7843313,cites
19692612,16905556,cites
19692612,17352933,cites
19692612,2931802,cites
19692612,11524486,cites
19692612,15882643,cites
19692612,10051532,cites
19692612,18805465,cites
19692612,16467349,cites
19692612,3146670,cites
19692612,15603740,cites
19692612,8458085,cites
19692612,11731527,cites
19692612,10533044,cites
19692612,15474170,cites
19692612,12913073,cites
19692612,12213445,cites
19692612,10575040,cites
19692612,2164158,cites
19692612,8898202,cites
19692612,15378039,cites
19692612,10725369,cites
19692612,18395459,cites
19692612,12926013,cites
19692612,11517213,cites
19692612,15308285,cites
19692612,16600988,cites
19692612,11704347,cites
19692612,10864968,cites
19692612,7790919,cites
19692612,10704495,cites
19692612,17634381,cites
19692612,18096682,cites
19692612,4110397,cites
19692612,9628405,cites
19692612,16157910,cites
19692612,18337273,cites
19692612,17070651,cites
19692612,12231378,cites
19692612,15338298,cites
19692612,12812983,cites
19692612,18854207,cites
19692612,16127709,cites
19692612,16211559,cites
19692612,10869421,cites
19692612,2600625,cites
19692612,11312285,cites
19692612,2932539,cites
19692612,17352931,cites
19692612,11906693,cites
19692612,15033175,cites
19692612,7476913,cites
19692612,2648947,cites
22573668,9010012,cites
22573668,11598490,cites
22573668,9443488,cites
22573668,21040844,cites
22573668,18486229,cites
22573668,17567806,cites
22573668,10509515,cites
22573668,19692612,cites
22573668,12244089,cites
22573668,12925361,cites
22573668,8693972,cites
22573668,6316146,cites
22573668,19725749,cites
22573668,20720076,cites
22573668,15084493,cites
22573668,19571147,cites
22573668,15611729,cites
22573668,9856723,cites
22573668,17942324,cites
22573668,21279611,cites
22573668,16389308,cites
22573668,10030649,cites
22573668,15707801,cites
22573668,11449264,cites
22573668,9204933,cites
22573668,20339553,cites
22573668,21285522,cites
22573668,16552789,cites
22573668,17923630,cites
22573668,21630373,cites
22573668,12967984,cites
22573668,10643918,cites
22573668,15356421,cites
22573668,19513087,cites
22573668,17299049,cites
22573668,4110397,cites
22573668,10811924,cites
22573668,8592548,cites
22573668,12771251,cites
22573668,15588591,cites
22573668,12524459,cites
22573668,20426033,cites
22573668,18930823,cites
22573668,18930824,cites
22573668,16365166,cites
22573668,10992308,cites
22573668,10811879,cites
22573668,11002358,cites
22573668,864466,cites
22573668,20696904,cites
22573668,17217418,cites
22573668,16430967,cites
22573668,9461188,cites
22573668,20736501,cites
22573668,9596408,cites
22573668,2932539,cites
22573668,15707889,cites
22573668,8057812,cites
22573668,12652549,cites
22573668,17168652,cites
22573668,15544577,cites
22573668,15919597,cites
22573668,16545965,cites
22573668,21124007,cites
22573668,17697407,cites
24199621,8159192,cites
24199621,22323755,cites
24199621,21283659,cites
24199621,21933837,cites
24199621,9682010,cites
24199621,15242649,cites
24199621,19269181,cites
24199621,23555909,cites
24199621,19361997,cites
24199621,21971427,cites
24199621,21028906,cites
24199621,14500809,cites
24199621,15223312,cites
24199621,16086590,cites
24199621,17702765,cites
24199621,20702420,cites
24199621,21247881,cites
24199621,15491130,cites
24199621,1809333,cites
24199621,17367143,cites
24199621,23188808,cites
24199621,17406453,cites
24199621,20230624,cites
24199621,19109441,cites
24199621,23503844,cites
24199621,15783204,cites
24199621,21615079,cites
24199621,7759106,cites
24199621,12466534,cites
24199621,23907466,cites
24199621,23052488,cites
24199621,8968738,cites
24199621,19259385,cites
24199621,23001568,cites
24199621,12812983,cites
24199621,18550760,cites
24199621,22328089,cites
24199621,15533937,cites
24199621,21795378,cites
24199621,23341618,cites
24199621,15659338,cites
29963642,10196370,cites
29963642,11789098,cites
29963642,11600884,cites
29963642,26831073,cites
29963642,22200539,cites
29963642,8215974,cites
29963642,8275091,cites
29963642,19460373,cites
29963642,6447771,cites
29963642,26459693,cites
29963642,23671115,cites
29963642,23160193,cites
29963642,20231860,cites
29963642,2933027,cites
29963642,9818876,cites
29963642,20931633,cites
29963642,16437579,cites
29963642,15579164,cites
29963642,25339908,cites
29963642,19005627,cites
29963642,6454826,cites
29963642,12427878,cites
29963642,15452288,cites
29963642,19776381,cites
29963642,136379,cites
29963642,4113563,cites
29963642,4266468,cites
29963642,4145383,cites
29963642,146827,cites
29963642,6325322,cites
29963642,21184755,cites
29963642,6453955,cites
29963642,6213774,cites
29963642,25800750,cites
29963642,24339845,cites
29963642,26942103,cites
29963642,26807590,cites
29963642,18612262,cites
29963642,17126554,cites
29963642,24367279,cites
29963642,26229452,cites
29963642,22890713,cites
29963642,25062674,cites
29963642,19076457,cites
29963642,10507055,cites
29963642,10434294,cites
29963642,25268775,cites
29963642,6210834,cites
29963642,22307361,cites
29963642,2966305,cites
29963642,1479606,cites
29963642,16316967,cites
29963642,16155124,cites
29963642,27021964,cites
29963642,10722721,cites
29963642,24091676,cites
29963642,23820032,cites
29963642,23720755,cites
29963642,18490523,cites
29963642,15220483,cites
29963642,26397898,cites
29963642,15888475,cites
29963642,21071716,cites
29963642,20653508,cites
29963642,21257639,cites
29963642,8366714,cites
29963642,10989661,cites
29963642,15201464,cites
29963642,15993538,cites
29963642,15786727,cites
29963642,19682570,cites
29963642,23122961,cites
29963642,22974734,cites
29963642,14561818,cites
29963642,1404407,cites
29963642,9153527,cites
29963642,11495354,cites
29963642,22128026,cites
29963642,9462746,cites
29963642,19299643,cites
29963642,10434303,cites
29963642,12118078,cites
29963642,17360721,cites
29963642,19323652,cites
29963642,19834779,cites
29963642,24330808,cites
29963642,25101683,cites
29963642,16472774,cites
29963642,19608102,cites
29963642,8154606,cites
29963642,23738043,cites
29963642,15704211,cites
21285522,8458085,cites
21285522,6316146,cites
21285522,10845758,cites
21285522,15843398,cites
21285522,19498170,cites
21285522,19682570,cites
21285522,20403078,cites
21285522,21130037,cites
21285522,8111375,cites
21285522,11739372,cites
21285522,12932731,cites
21285522,15036808,cites
21285522,19269181,cites
21285522,12711212,cites
21285522,15629196,cites
21285522,17548833,cites
21285522,15242649,cites
21285522,9700202,cites
21285522,9398841,cites
21285522,17567778,cites
21285522,11092755,cites
21285522,20696378,cites
21285522,7774020,cites
21285522,11062468,cites
21285522,11709539,cites
21285522,11133364,cites
21285522,11432963,cites
21285522,16288298,cites
21285522,18466116,cites
21285522,18607213,cites
21285522,15038601,cites
21285522,1444883,cites
21285522,8138819,cites
21285522,9010012,cites
21285522,8255479,cites
21285522,9595987,cites
21285522,9029064,cites
21285522,12588797,cites
21285522,15983033,cites
21285522,9894873,cites
21285522,18156184,cites
21285522,19591925,cites
21285522,17018277,cites
21285522,17299049,cites
21285522,20152125,cites
21285522,19608102,cites
21285522,16115812,cites
21285522,15888475,cites
21285522,16437579,cites
21285522,10894218,cites
21285522,15704211,cites
21285522,17126554,cites
21285522,158536,cites
21285522,6454826,cites
21285522,14962685,cites
21285522,10632102,cites
21285522,12427878,cites
21285522,17653274,cites
21285522,18284928,cites
21285522,19165531,cites
21285522,17920283,cites
21285522,19043139,cites
21285522,15476444,cites
21285522,16925587,cites
21285522,19124532,cites
21285522,1832854,cites
21285522,8622131,cites
21285522,9453576,cites
21285522,4277376,cites
21285522,8602759,cites
21285522,9153527,cites
21285522,16452635,cites
21285522,16968735,cites
21285522,17356014,cites
21285522,11358447,cites
21285522,19076457,cites
21285522,7493016,cites
21285522,11280029,cites
21285522,9989457,cites
21285522,16434666,cites
21285522,17034350,cites
21285522,17543886,cites
21285522,18588971,cites
21285522,11495354,cites
21285522,10708687,cites
21285522,7768942,cites
21285522,19725834,cites
21285522,10632104,cites
21285522,16321804,cites
21285522,19298790,cites
21285522,12089530,cites
21285522,15163634,cites
21285522,15340079,cites
21285522,16473015,cites
21285522,18337408,cites
21285522,20660112,cites
21285522,18631783,cites
21285522,15996546,cites
21285522,16054085,cites
21285522,15454086,cites
21285522,17055784,cites
21285522,18640979,cites
21285522,19200361,cites
21285522,19938161,cites
21285522,19460884,cites
21285522,17708681,cites
21285522,8816948,cites
21285522,12787055,cites
21285522,10844007,cites
21285522,11447996,cites
21285522,19476553,cites
21285522,14557561,cites
21285522,15883340,cites
21285522,17217418,cites
21285522,11502903,cites
21285522,12824772,cites
21285522,12807446,cites
21285522,20512158,cites
21285522,17112576,cites
21285522,15793589,cites
21285522,20561979,cites
21285522,16940769,cites
21285522,17065457,cites
24484067,15372042,cites
24484067,15483602,cites
24484067,9266732,cites
24484067,16829205,cites
24484067,12747895,cites
24484067,18923047,cites
24484067,8757264,cites
24484067,19002161,cites
24484067,19240687,cites
24484067,21952166,cites
24484067,16288298,cites
24484067,10941183,cites
24484067,19828868,cites
24484067,12008002,cites
24484067,11858799,cites
24484067,22939614,cites
24484067,16405510,cites
24484067,9302293,cites
24484067,17940007,cites
24484067,19334076,cites
24484067,22252996,cites
24484067,10087066,cites
24484067,15811941,cites
24484067,12162821,cites
24484067,22726834,cites
24484067,20661255,cites
24484067,17051203,cites
24484067,23253610,cites
24484067,21419704,cites
24484067,18931668,cites
24484067,19289118,cites
24484067,16530728,cites
24484067,22285529,cites
24484067,18398004,cites
24484067,22031240,cites
24484067,21499295,cites
24484067,22424171,cites
24484067,11711628,cites
24484067,19361997,cites
24484067,596982,cites
24484067,19224899,cites
24484067,22328089,cites
24484067,14709789,cites
24484067,7695232,cites
24484067,16019264,cites
24484067,11889230,cites
24484067,21285523,cites
24484067,9778247,cites
24484067,15225551,cites
24484067,9267034,cites
24484067,21537948,cites
24484067,12812983,cites
24484067,14627700,cites
24484067,18549309,cites
24484067,16278236,cites
24484067,17276692,cites
24484067,2932539,cites
24484067,16095740,cites
24484067,10328763,cites
24484067,10778856,cites
24484067,22939619,cites
24484067,12881722,cites
22726834,20055705,cites
22726834,16741123,cites
22726834,19240687,cites
22726834,15201452,cites
22726834,21971427,cites
22726834,19228196,cites
22726834,12885126,cites
22726834,10806995,cites
22726834,2971785,cites
22726834,18166484,cites
22726834,16237181,cites
22726834,17940007,cites
22726834,11062468,cites
22726834,19334076,cites
22726834,18388917,cites
22726834,21028906,cites
22726834,15242649,cites
22726834,18550760,cites
22726834,17470275,cites
22726834,15811941,cites
22726834,11890363,cites
22726834,10402204,cites
22726834,8111375,cites
22726834,19412185,cites
22726834,8458085,cites
22726834,18931668,cites
22726834,16530728,cites
22726834,8898202,cites
22726834,18398004,cites
22726834,22031240,cites
22726834,9880552,cites
22726834,15720212,cites
22726834,7774020,cites
22726834,22306738,cites
22726834,19361997,cites
22726834,16019264,cites
22726834,11889230,cites
22726834,18337273,cites
22726834,16755582,cites
22726834,16878173,cites
22726834,16571604,cites
22726834,16095740,cites
22726834,9398841,cites
22726834,10328763,cites
22726834,10778856,cites
22726834,14648635,cites
22726834,11160622,cites
22726834,7550343,cites
22726834,12881722,cites
28920889,21163446,cites
28920889,22323755,cites
28920889,26938440,cites
28920889,27939059,cites
28920889,9681422,cites
28920889,18048403,cites
28920889,7774020,cites
28920889,27188817,cites
28920889,19588392,cites
28920889,15242649,cites
28920889,11062468,cites
28920889,15811941,cites
28920889,18388917,cites
28920889,22031240,cites
28920889,22119622,cites
28920889,22252996,cites
28920889,8898202,cites
28920889,23341618,cites
28920889,26590344,cites
28920889,27721240,cites
28920889,27003594,cites
28920889,20055705,cites
28920889,22726834,cites
28920889,28182673,cites
28920889,27003755,cites
28920889,28300083,cites
28920889,1332911,cites
28920889,18073770,cites
28920889,26503961,cites
28920889,24052178,cites
28920889,15583662,cites
28920889,28159625,cites
28920889,16700890,cites
28920889,22726826,cites
28920889,24784230,cites
28920889,27031730,cites
28920889,25844897,cites
28920889,23541756,cites
28920889,17519034,cites
28920889,21909428,cites
28920889,22387017,cites
28920889,18931668,cites
28920889,26201449,cites
28920889,22692795,cites
28920889,27621445,cites
28920889,22939619,cites
28920889,21423189,cites
28920889,24411731,cites
28920889,23664844,cites
28920889,26829320,cites
28920889,21557723,cites
28920889,25104390,cites
28920889,26932460,cites
28920889,23054839,cites
28920889,28172889,cites
28920889,20192761,cites
28920889,27600816,cites
28920889,26470680,cites
28920889,25654603,cites
28920889,28628038,cites
28920889,28557981,cites
28920889,21130037,cites
28920889,22137354,cites
28920889,28601473,cites
15811941,8458085,cites
15811941,11252773,cites
15811941,14561870,cites
15811941,10353249,cites
15811941,11880489,cites
15811941,11447996,cites
15811941,14730359,cites
15811941,11821898,cites
15811941,12540902,cites
15811941,10778856,cites
15811941,15100720,cites
15811941,15474170,cites
15811941,11152661,cites
15811941,12926013,cites
15811941,15211462,cites
15811941,10402204,cites
15811941,12812983,cites
15811941,9771716,cites
15811941,8898202,cites
15811941,9949199,cites
15811941,12778125,cites
15811941,12244328,cites
15811941,12427305,cites
15811941,11442350,cites
15811941,10191337,cites
15811941,15235598,cites
15811941,11553930,cites
15811941,15452288,cites
15811941,15338298,cites
15811941,4267989,cites
15811941,11912178,cites
15811941,14758366,cites
15811941,14567917,cites
15811941,14567918,cites
15811941,14769950,cites
15811941,12427878,cites
15811941,12890790,cites
15811941,1532711,cites
15811941,7774020,cites
15811941,7618107,cites
15811941,9398841,cites
15811941,11062468,cites
15811941,8197474,cites
18398004,9486653,cites
18398004,10706289,cites
18398004,11679670,cites
18398004,11679671,cites
18398004,11679672,cites
18398004,10402423,cites
18398004,10535732,cites
18398004,15811941,cites
18398004,16019264,cites
18398004,12926013,cites
18398004,14567918,cites
18398004,14758366,cites
18398004,15143318,cites
18398004,12086629,cites
18398004,16724069,cites
18398004,12244328,cites
18398004,12782788,cites
18398004,16280588,cites
18398004,9398841,cites
18398004,15507622,cites
18398004,9829534,cites
26030728,6323033,cites
26030728,18371932,cites
26030728,17643112,cites
26030728,15285897,cites
26030728,9199562,cites
26030728,23348838,cites
26030728,22388286,cites
26030728,17170000,cites
26030728,22139928,cites
26030728,10821711,cites
26030728,24784568,cites
26030728,25555158,cites
26030728,15703193,cites
26030728,17761653,cites
26030728,24554445,cites
26030728,19296853,cites
26030728,11704813,cites
26030728,24463453,cites
26030728,19252484,cites
26030728,22802075,cites
26030728,21672919,cites
26030728,22947092,cites
26030728,18322526,cites
26030728,19733544,cites
26030728,21482919,cites
26030728,19458158,cites
26030728,15173120,cites
26030728,8289329,cites
26030728,10556301,cites
26030728,19103745,cites
26030728,17130148,cites
26030728,25525159,cites
26030728,9806538,cites
26030728,18978772,cites
26030728,22382684,cites
26030728,16364894,cites
26030728,17355180,cites
26030728,18391021,cites
26030728,3141901,cites
26030728,21811307,cites
26030728,10549531,cites
26030728,18035408,cites
26030728,18572081,cites
26030728,18369186,cites
26030728,24294354,cites
26030728,7813012,cites
26030728,20150413,cites
26030728,23775418,cites
26030728,10339583,cites
26030728,25104390,cites
26030728,24452469,cites
26030728,10369862,cites
26030728,18455159,cites
21441581,19050716,cites
21441581,18223660,cites
21441581,17626844,cites
21441581,15510168,cites
21441581,15350226,cites
21441581,12189173,cites
21441581,17332742,cites
21441581,16428608,cites
21441581,18425143,cites
21441581,7852296,cites
21441581,18322460,cites
21441581,12626338,cites
21441581,15098019,cites
21441581,18851835,cites
21441581,15911574,cites
21441581,12429696,cites
21441581,8324826,cites
21441581,8256287,cites
21441581,9404896,cites
21441581,15994330,cites
21441581,12970570,cites
21441581,19773805,cites
21441581,11172727,cites
21441581,19704000,cites
21441581,19608861,cites
21441581,11988574,cites
21441581,18025254,cites
21441581,17504938,cites
21441581,16809785,cites
21441581,17289587,cites
21441581,10454621,cites
21441581,18559666,cites
21441581,19941820,cites
21441581,16260721,cites
21441581,12738865,cites
21441581,15780942,cites
21441581,15840809,cites
21441581,19881500,cites
21441581,18953335,cites
21441581,18981222,cites
21441581,17403782,cites
21441581,1285125,cites
21441581,16998487,cites
21441581,2238045,cites
21441581,12887888,cites
21441581,14981503,cites
21441581,10322216,cites
21441581,10025403,cites
21441581,18971323,cites
21441581,18157137,cites
21441581,19948765,cites
21441581,12091875,cites
21441581,11551507,cites
21441581,11156604,cites
21441581,16204176,cites
21441581,16483935,cites
21441581,2374709,cites
21441581,19029308,cites
21441581,15304226,cites
21441581,17486100,cites
21441581,17515604,cites
21441581,17412961,cites
21441581,11691992,cites
21441581,19211241,cites
21441581,1423631,cites
21441581,8088513,cites
21441581,19098916,cites
21441581,11932736,cites
21441581,18425142,cites
21441581,18380338,cites
21441581,15956978,cites
21441581,16680161,cites
21441581,19458033,cites
21441581,10209090,cites
21441581,20110989,cites
21441581,17076263,cites
21441581,17360628,cites
21441581,7984237,cites
21441581,16945917,cites
21441581,15492211,cites
21441581,14685174,cites
21441581,17317632,cites
21441581,18843295,cites
21441581,19716790,cites
21441581,17403781,cites
21441581,17388687,cites
21441581,19325628,cites
21441581,9716128,cites
21441581,15125837,cites
21441581,10801464,cites
21441581,16688215,cites
21441581,18285458,cites
21441581,19733268,cites
21441581,18836455,cites
21441581,15543154,cites
21441581,17052460,cites
21441581,16432215,cites
21441581,20118938,cites
21441581,20417601,cites
21441581,18570877,cites
21441581,12718882,cites
21441581,18193060,cites
21441581,15525510,cites
21441581,16766678,cites
21441581,17603499,cites
21441581,18593880,cites
21441581,16973434,cites
21441581,16818232,cites
21441581,15542821,cites
21441581,16885028,cites
21441581,19029304,cites
21441581,19029306,cites
21441581,10916158,cites
21441581,17588521,cites
21441581,18570869,cites
21441581,12494764,cites
21441581,16495236,cites
21441581,11804584,cites
21441581,9476892,cites
21441581,10024879,cites
21441581,19167202,cites
21441581,16689644,cites
21441581,11206553,cites
21441581,7705661,cites
21441581,17875666,cites
21441581,8387646,cites
21441581,18388288,cites
21441581,16357217,cites
21441581,17893323,cites
21441581,18583613,cites
21441581,15506927,cites
21441581,8548652,cites
21441581,16242989,cites
21441581,11607023,cites
21441581,19549866,cites
21441581,17940139,cites
21441581,8781232,cites
21441581,11163207,cites
21441581,19396366,cites
21441581,19239890,cites
21441581,18369186,cites
21441581,9585501,cites
21441581,19918805,cites
21441581,19935684,cites
21441581,19574390,cites
21441581,19536130,cites
21441581,9030686,cites
21441581,17998536,cites
21441581,18082608,cites
21441581,18779563,cites
21441581,17473007,cites
21441581,19525970,cites
26334920,23104886,cites
26334920,19505943,cites
26334920,21816040,cites
26334920,20436464,cites
10938119,7619468,cites
10938119,8196635,cites
10938119,8489523,cites
10938119,8576960,cites
10938119,8287477,cites
10938119,3138163,cites
10938119,9085847,cites
10938119,10202157,cites
10938119,7101104,cites
10938119,10101174,cites
10938119,8152907,cites
10938119,10406810,cites
10938119,8634915,cites
10938119,8336736,cites
10938119,8918474,cites
10938119,9121425,cites
10938119,9234723,cites
10938119,8417332,cites
10938119,8441420,cites
10938119,9858532,cites
10938119,2063195,cites
10938119,9016643,cites
10938119,9671461,cites
10938119,9121463,cites
10938119,9858549,cites
10938119,2065975,cites
10938119,7842017,cites
10938119,8089127,cites
10938119,1944277,cites
10938119,8352591,cites
10938119,2341149,cites
10938119,2840206,cites
10938119,10958678,cites
10938119,8355693,cites
10938119,8458083,cites
10938119,8070413,cites
10938119,2880558,cites
10938119,9885566,cites
10938119,10329570,cites
10938119,3057449,cites
10938119,9356473,cites
10938119,10049361,cites
10938119,8632829,cites
10938119,8754843,cites
10938119,8413221,cites
10938119,8408052,cites
10938119,2145194,cites
10938119,1427786,cites
10938119,1978245,cites
10938119,7489496,cites
10938119,7835348,cites
10938119,9649504,cites
10938119,9928482,cites
10938119,7925302,cites
10938119,9049307,cites
10938119,8073532,cites
10938119,7489507,cites
10938119,10022872,cites
10938119,9343417,cites
10938119,7063411,cites
10938119,1460042,cites
10938119,1592259,cites
10938119,2837425,cites
10938119,10488126,cites
10938119,9804951,cites
10938119,1702975,cites
10938119,3888410,cites
10938119,2427200,cites
10938119,3879973,cites
10938119,9858550,cites
10938119,10022858,cites
10938119,2314278,cites
10938119,3658675,cites
10938119,1322855,cites
10938119,7958851,cites
10938119,7761834,cites
10938119,7567462,cites
10938119,7731036,cites
10938119,9322052,cites
10938119,7584412,cites
10938119,1474582,cites
10938119,7682652,cites
10938119,8340391,cites
10938119,8276242,cites
10938119,7543047,cites
10938119,7565782,cites
10938119,8334698,cites
10938119,6305508,cites
10938119,2779551,cites
10938119,8895660,cites
10938119,8449402,cites
10938119,7523861,cites
10938119,8755518,cites
10938119,9012824,cites
10938119,9536098,cites
10938119,8676495,cites
34321659,15386015,cites
34321659,25690852,cites
34321659,16633348,cites
34321659,31261383,cites
34321659,269380,cites
34321659,11925564,cites
34321659,25104390,cites
34321659,26030728,cites
34321659,29712837,cites
34321659,19213877,cites
34321659,2747747,cites
34321659,28671695,cites
34321659,30559071,cites
34321659,20023653,cites
34321659,15351775,cites
34321659,33795885,cites
34321659,33795428,cites
34321659,23792628,cites
34321659,30692695,cites
34321659,30374197,cites
34321659,31570731,cites
34321659,20016495,cites
34321659,31873216,cites
34321659,32427483,cites
34321659,18026085,cites
34321659,25999370,cites
34321659,15247421,cites
34321659,28459449,cites
34321659,25926395,cites
34321659,26334920,cites
34321659,22517427,cites
34321659,21221095,cites
34321659,25617416,cites
34321659,12045153,cites
34321659,25516281,cites
34321659,28038678,cites
34321659,28982758,cites
28038678,24259432,cites
28038678,22955987,cites
28038678,15123590,cites
28038678,15499007,cites
28038678,27592709,cites
28038678,24185837,cites
28038678,23323543,cites
28038678,25428374,cites
28038678,25150838,cites
28038678,26109056,cites
28038678,23104886,cites
28038678,23558742,cites
28038678,25150835,cites
28038678,22139929,cites
28038678,20944595,cites
28038678,25501035,cites
28038678,21526222,cites
28038678,20220758,cites
28038678,20856902,cites
28038678,18923523,cites
28038678,18724359,cites
28038678,18923525,cites
28038678,18923524,cites
28038678,17625570,cites
28038678,23724913,cites
28038678,9053841,cites
28038678,26444240,cites
28038678,25057003,cites
28038678,19717436,cites
28038678,24165879,cites
28038678,26829591,cites
28038678,23865674,cites
28038678,25352552,cites
28038678,12045153,cites
28038678,24037378,cites
28038678,23715323,cites
28038678,22388286,cites
28038678,19498102,cites
28038678,19767417,cites
28038678,14681350,cites
28968689,28398307,cites
28968689,28171598,cites
28968689,27218464,cites
28968689,25361974,cites
28968689,21062823,cites
28968689,27592709,cites
28968689,28038678,cites
28968689,27153614,cites
28968689,26481351,cites
28968689,26854477,cites
28968689,16925834,cites
28968689,26444240,cites
32461654,22344438,cites
32461654,25139187,cites
32461654,12509758,cites
32461654,27535533,cites
32461654,26166479,cites
32461654,16554528,cites
32461654,25086666,cites
32461654,23990802,cites
32461654,28369035,cites
32461654,26332131,cites
32461654,32461652,cites
32461654,32461653,cites
32461654,32461697,cites
32461654,29022597,cites
32461654,32461655,cites
32461654,32461613,cites
32461654,25431634,cites
32461654,28959963,cites
32461654,26092688,cites
32461654,25348401,cites
32461654,28655737,cites
32461654,28822752,cites
32461654,27010021,cites
32461654,25963372,cites
32461654,31491408,cites
32461654,28650482,cites
32461654,29861106,cites
32461654,27694993,cites
32461654,27694994,cites
32461654,28804138,cites
32461654,29691392,cites
32461654,29691411,cites
32461654,31768057,cites
32461654,30352134,cites
32461654,28681398,cites
32461654,30038395,cites
32461654,30554168,cites
32461654,30944477,cites
32461654,31492834,cites
32461654,30209399,cites
32461654,29562236,cites
32461654,30926966,cites
32461654,30962618,cites
32461654,31675358,cites
32461654,26414678,cites
32461654,24531798,cites
32461654,30013044,cites
32461654,24463507,cites
32461654,22495311,cites
30895940,21691338,cites
30895940,17785673,cites
30895940,19767415,cites
30895940,22480491,cites
30895940,19564581,cites
30895940,24271325,cites
30895940,18219255,cites
30895940,18761340,cites
30895940,6307276,cites
30895940,3456350,cites
30895940,9516440,cites
30895940,12823969,cites
30895940,27956360,cites
30895940,12840783,cites
30895940,3938630,cites
30895940,15563506,cites
30895940,18366090,cites
30895940,20976770,cites
30895940,21943391,cites
30895940,24038877,cites
30895940,18825676,cites
30895940,28424332,cites
30895940,20486769,cites
30895940,23864287,cites
30895940,23805838,cites
30895940,25493284,cites
30895940,25878036,cites
30895940,27106101,cites
30895940,27802265,cites
30895940,19140108,cites
30895940,25980936,cites
30895940,23631896,cites
30895940,27929755,cites
30895940,26573217,cites
30895940,29091570,cites
30895940,28346110,cites
30895940,25430774,cites
30895940,25692716,cites
30895940,26449883,cites
30895940,26721683,cites
30895940,26721684,cites
30895940,26721686,cites
30895940,26877224,cites
30895940,28195574,cites
30895940,28109959,cites
30895940,28863137,cites
30895940,7290342,cites
30895940,12374585,cites
30895940,16141002,cites
30895940,26439713,cites
30895940,18813282,cites
30895940,22454058,cites
30895940,22992134,cites
30895940,24518369,cites
30895940,24959844,cites
30895940,28918041,cites
30895940,25204870,cites
30895940,29160308,cites
30895940,29211736,cites
31597964,21909114,cites
31597964,21995386,cites
31597964,22150006,cites
31597964,29617667,cites
31597964,29374058,cites
31597964,30397315,cites
31597964,30510198,cites
31597964,22158541,cites
31597964,23861464,cites
31597964,26842708,cites
31597964,23313955,cites
31597964,23793026,cites
31597964,27720643,cites
31597964,25768983,cites
31597964,26565915,cites
31597964,27376689,cites
31597964,9671485,cites
31597964,29666160,cites
31597964,28418626,cites
31597964,12672490,cites
31597964,30431433,cites
31597964,27089179,cites
31597964,12242667,cites
31597964,19470753,cites
31597964,30291333,cites
31597964,28366767,cites
31597964,25801821,cites
31597964,29457796,cites
31597964,30038380,cites
31597964,25965569,cites
31597964,23403292,cites
31597964,24332856,cites
31597964,19910308,cites
31597964,22287627,cites
31597964,22638577,cites
31597964,21922594,cites
31597964,21057496,cites
31597964,30343899,cites
